7564 2
104287 -5.129241 10.154780
33679 21.948078 5.029944
46287 13.825748 6.830060
2663 -12.702492 -1.114854
7812 -1.731644 -0.887420
54480 -2.030400 -0.528093
2461 -8.159268 -4.573058
9117 5.804126 12.245235
27805 4.105132 19.181767
29086 4.246418 19.029276
40380 11.578260 13.050120
40531 -8.073397 -5.126846
44090 -6.464990 -0.604233
46348 20.497665 8.840983
47864 4.099030 18.974953
51691 4.249268 19.316221
52808 5.544462 12.193288
56168 4.051764 18.823870
59914 6.258596 11.612040
72052 -8.432686 -4.657902
74738 14.624704 21.277689
83606 4.107063 18.975365
95287 5.044534 11.881962
96543 7.017951 13.499813
97800 5.864372 12.110919
97822 3.952629 18.913609
79798 9.509835 3.608279
6425 9.593269 3.807514
72230 9.604388 3.653991
84808 12.645252 16.261221
95499 7.596488 2.258438
3288 10.379261 25.782288
33823 0.070538 -12.243545
94464 9.839743 4.296607
50925 -0.132191 -6.982953
86430 12.725121 -5.551563
10988 3.666677 14.134372
33629 -0.592519 17.915016
38274 -1.248732 7.510871
77375 -4.062444 1.586103
78200 3.487380 14.074488
87124 5.518198 13.108706
107170 5.826866 13.944721
27847 5.426271 6.726144
69175 5.654742 6.916320
51751 -5.576505 -2.048021
65201 -4.741313 -1.681573
13570 -2.749161 -4.737465
20392 -3.511240 -3.278913
65358 10.265186 -0.869207
99143 -2.878019 -4.479242
19170 0.096666 -1.342968
80781 5.995007 -0.287107
98431 15.951629 -4.476478
41324 3.357370 -4.174301
33666 5.136771 1.823700
42127 5.134037 1.821744
14470 8.430759 3.641381
22245 -4.735646 11.693265
85888 -0.862425 2.028165
70688 -7.340298 -0.468068
23791 -7.209716 -0.411378
99720 9.154304 -4.270931
100710 -6.552055 0.105433
26756 8.497620 13.201248
47038 8.472561 13.196121
64853 8.487045 13.250930
75590 8.519174 13.195588
86626 -3.515949 14.766848
10864 8.771131 7.028112
75148 1.631931 0.658631
106383 4.900993 5.049575
830 -3.029510 0.784327
17436 -2.948716 0.863660
67035 -2.478755 27.258265
3209 5.086161 -12.512854
90274 -1.315925 -1.399221
93395 -1.297425 -1.435564
75433 21.088663 3.388962
243 5.038820 -8.179277
4394 3.068788 6.307888
33643 3.146776 6.328460
47005 3.865898 6.828629
69497 3.107598 6.297867
38372 -3.775848 -6.990428
89102 -3.415945 -7.232104
90810 16.454412 0.119333
102669 3.459492 -1.107137
38181 -2.268458 5.256990
43029 -2.177804 2.270996
60359 -2.155887 2.334002
94433 -0.982558 9.216209
99095 -2.235039 2.305093
104077 -0.993001 9.216835
7117 8.069807 1.625446
13146 8.182287 1.708987
3263 7.956184 11.705356
14378 0.161613 21.664263
14729 4.445890 9.347647
15999 5.350480 12.053586
30729 8.003881 11.873382
37945 -6.595411 -1.079860
38007 8.010753 -1.624018
38643 5.425717 24.798321
43805 8.088775 11.893265
46581 6.966036 12.304186
51291 6.244083 13.216208
52102 -12.731831 5.860305
61762 15.802012 16.728020
66615 7.994010 11.860564
78463 1.553755 0.843190
78992 -7.654846 8.627072
96048 7.706904 12.143247
99090 8.001709 11.930266
100784 8.344257 11.376424
33999 12.679272 13.857185
85725 -7.683197 12.141880
10425 -3.931968 7.132131
25842 -10.561212 -3.938859
31988 6.172373 4.325884
35081 6.211870 4.243256
36853 6.288177 3.646705
100615 10.935286 -12.313310
6330 1.225993 10.377863
9021 1.589120 11.154026
9029 1.230301 10.402953
16194 1.592064 11.180301
30621 1.264658 10.405583
42086 1.081905 9.803728
42823 0.706979 15.748857
43859 -3.541483 10.562823
51089 0.756471 15.647779
52928 -0.108946 10.339081
65806 16.583138 7.838088
87075 1.318512 10.429809
89492 1.268374 10.737757
97558 1.566686 11.159941
101782 3.895050 10.078133
104712 16.574726 7.696014
32231 -3.804233 10.953167
33342 15.654861 -0.814357
41660 -3.831866 10.962341
50337 -3.779606 10.943478
50842 -3.578810 10.533927
57359 15.721811 -0.941744
62783 -2.137208 15.018123
64983 2.609118 22.635393
70213 15.703628 -0.877198
75723 -5.671290 22.609987
79645 -3.332697 10.583481
84524 -3.814996 10.992462
98763 -2.112761 15.010796
103724 2.067363 4.608231
31614 7.709590 20.572912
70122 -1.844689 15.114964
77032 7.505396 20.805628
85988 7.750321 20.553396
61586 21.209330 3.357895
23552 8.081184 0.144781
52749 -8.169768 0.440284
21875 -8.187677 0.230269
24177 3.334585 -1.328320
103868 10.564471 -5.204172
68523 2.101747 3.292207
80977 -0.014900 2.965518
86157 8.183273 1.704186
14383 -6.485293 19.410978
36977 -5.784287 19.085621
103940 13.861685 -11.430533
54900 0.179290 6.865489
9535 6.459531 2.686117
19029 6.449866 2.676974
25757 6.445454 2.696864
28970 6.454913 2.664082
47961 6.477871 2.693007
68526 6.465410 2.676744
71944 6.442709 2.672945
82388 6.446388 2.672686
90914 6.428195 2.679134
106714 -0.799678 12.196719
78495 -3.914922 -19.946724
28263 0.962891 -4.573557
33977 1.179326 -4.632498
98642 11.680046 24.718327
108277 0.885293 -4.571908
10834 -4.117757 1.442451
53687 -1.444507 -3.627590
79735 5.873949 2.092154
18324 7.690085 -2.658177
24047 10.845362 -6.755846
84105 7.623648 -2.583071
98126 7.501316 -2.561647
96300 8.756976 -1.457394
60624 -2.109701 -1.095892
70155 -5.795158 -7.144330
80150 -1.774844 -0.775705
82893 18.281765 1.286193
7372 4.810315 -9.817585
11248 -3.001907 8.115642
12254 13.644946 9.425274
18736 -1.945652 8.670539
19667 -1.752740 8.521464
22588 -2.628576 7.629144
38569 -3.055884 8.096418
53233 -3.005107 8.100177
57626 7.512552 14.615381
58788 -1.774434 8.475630
70935 -2.982988 8.114796
84503 6.398207 25.915039
92696 7.539768 14.608689
92777 -2.970837 8.122171
95461 -2.992208 8.100793
100293 6.726013 -5.856840
102288 -2.972531 8.142233
103682 5.147925 24.070892
103690 7.519039 14.559910
103886 -2.999883 8.105906
106629 -3.005196 8.099411
107491 -1.757368 8.382112
34126 6.841138 -2.813422
87443 -0.976437 6.800393
24419 4.216114 -5.190387
101831 -0.307431 -4.773228
82880 -14.865623 -0.433909
3360 -14.868197 -0.378963
5278 -14.967831 -0.452417
20059 -14.823453 -0.388834
20824 -15.077558 -0.322842
23848 -14.909083 -0.362341
31559 -15.229061 -0.180946
36306 -14.878884 -0.385572
49585 -14.881497 -0.435191
50685 1.921645 -4.294350
68839 -14.767708 -0.119639
73270 -14.707971 -0.540815
81394 -14.902993 -0.452336
82716 -14.843710 -0.181173
86451 -14.925306 -0.302932
88184 -14.664055 -0.530827
92908 -13.537910 -2.653703
59889 -9.188725 11.566231
88895 -4.358410 -6.063880
96448 -4.234005 -6.501479
6220 3.937742 -11.502723
86403 -3.985757 -0.335418
94458 -5.288838 -4.457890
94496 -6.926639 9.813165
4266 -6.739613 4.171684
36595 -6.703719 4.174569
43133 -14.751035 -0.668556
62685 14.716666 9.522599
102493 -3.812167 4.801038
34064 -1.288141 7.212491
69989 -11.630142 11.007894
96790 9.760147 14.215333
33294 -0.213448 10.206328
54486 -0.251024 10.261345
101218 9.862692 13.653559
23620 1.224078 -2.270437
36808 13.152570 11.563200
45887 3.424296 -6.918812
46592 1.286065 -0.366116
47557 -1.977265 -6.760918
48204 9.046220 7.598278
80803 3.513917 10.858037
92984 7.147609 8.472863
97797 12.338309 14.832727
17001 4.108138 23.061703
46333 15.749457 7.196430
47815 6.475521 9.008498
66215 6.678528 9.232559
85815 -5.349272 17.886625
22498 7.307394 21.014441
42169 -10.763941 1.742930
32707 7.024036 -4.112421
53228 6.983196 -4.104717
63370 16.560963 23.580170
99751 8.567765 -4.283065
26872 6.780619 -4.648740
3673 1.781331 -0.920728
35087 0.749400 -9.272299
55022 5.122921 20.718235
60261 -11.838502 10.873558
61038 -4.004103 -20.137335
78727 4.450312 -7.298551
95066 2.148428 -1.342698
100804 -11.736598 10.917774
39042 -13.170026 -3.261913
74437 -13.190411 -3.255249
85876 16.419106 23.468708
70862 9.084194 21.554106
21935 6.220294 -3.889159
57516 -9.078253 25.295927
2836 16.073586 15.518773
31208 -12.408697 9.439791
72372 -9.753380 23.330494
93970 6.378124 -2.265872
94775 -3.016735 23.451742
31890 4.751157 -1.898679
79017 11.627985 21.492624
5910 2.904122 11.933405
41113 3.441444 11.835583
95142 4.649599 7.485758
96014 12.538906 13.532835
100558 12.517943 13.522319
95001 -0.090182 21.599222
100893 2.654795 22.746315
40404 8.785219 13.854059
65281 12.236911 13.228139
87736 10.283463 14.091215
34257 -8.561636 2.380852
58070 -0.304905 -9.298832
7745 -6.459005 2.959610
100533 10.469974 -1.789990
48920 -4.368649 1.372657
106230 10.472403 -1.740724
40396 11.149111 12.123756
74980 9.140673 -4.301234
78563 9.038873 -4.419264
66952 12.772516 15.217196
91838 6.091243 -0.196851
31620 -6.850371 -7.248976
39634 5.739908 24.479309
51995 9.359904 -6.876760
57348 -6.951658 -7.280568
95445 8.218744 9.102097
19280 48.395504 20.038736
41272 48.383480 20.025963
42420 48.293663 19.937113
47746 48.384274 20.026817
52150 48.413811 20.056314
56858 48.408031 20.050606
59083 10.578176 -5.446265
63581 48.401207 20.043680
93285 48.288292 19.931829
99767 48.407135 20.049711
102685 48.395790 20.038361
7065 10.453980 -7.883095
22431 11.120708 -7.232865
33938 10.788374 -5.120277
26019 0.598576 -2.862956
43802 1.052607 -2.482647
93445 0.596285 -2.650852
93447 0.690728 -2.448413
101967 0.593439 -2.980337
90260 4.125702 -1.933398
28845 -13.248834 -1.342056
72855 -13.334195 -1.369454
42895 8.421165 -0.310722
69843 8.442657 -0.438430
1721 9.821993 25.106483
3047 9.829957 25.210604
7464 9.921380 25.149769
51636 6.458566 25.728870
76438 -1.452335 8.754862
98029 9.928700 25.149916
25164 10.341091 25.747509
41240 17.380413 18.622076
65868 6.068602 18.743828
72143 10.365117 25.770508
73855 15.906010 17.335609
75708 10.302683 25.723259
78207 15.377329 17.384850
81127 6.490791 19.497484
84450 11.049541 -3.446972
107914 10.327346 25.733963
8750 20.232698 -8.716194
12009 9.865320 -0.781749
39815 9.559728 -0.581003
62909 -10.006441 8.379038
66487 9.683456 -0.410642
80915 8.633179 -1.246844
97476 13.081768 -4.067341
2075 -4.796843 -1.754755
21024 10.253952 5.898746
21088 10.256317 5.899291
28752 -4.022055 2.659228
70428 7.316556 -8.890707
70440 4.526885 -3.428671
84628 -6.360903 13.628672
92060 10.238837 5.896139
92274 10.134914 5.863712
104501 -8.941698 14.733912
104736 16.053358 15.498528
2337 7.607533 18.887177
23948 8.762337 21.823650
67358 17.129778 20.666542
21899 11.750031 -1.456386
53457 -6.377689 -0.540080
6247 -4.944606 6.420773
8688 -2.915135 23.523615
29716 19.165663 19.691822
33511 4.365517 9.487341
36064 19.154413 19.689323
37401 19.181299 19.707792
38917 19.169348 19.687666
43619 -2.486339 10.536077
49523 19.162170 19.693398
63102 19.161356 19.698566
68543 19.175322 19.710205
73926 18.562441 19.327644
102994 8.457574 20.984200
105209 1.801603 0.388940
17845 15.816013 -4.624190
18447 15.846257 -4.577069
67890 15.836752 -4.620890
814 9.625845 15.087666
16453 12.911824 19.893341
31781 12.589591 19.533117
35306 12.216117 19.388756
39302 11.893562 18.432161
39850 12.291512 19.440252
57375 12.797102 19.321194
57563 12.435506 19.383833
67687 11.872526 18.522020
69495 12.274947 19.373617
72244 12.608953 19.550835
28885 8.735047 -0.332992
34248 -6.267856 -0.777548
58143 -5.473107 -2.041946
39276 5.953856 6.913097
56754 6.008293 6.905922
59885 5.701259 6.546294
31128 -7.639218 17.164104
82431 8.769759 -10.934670
16281 -6.836465 9.889977
26274 8.444639 -9.078123
1217 8.549950 -9.086095
6609 8.555001 -9.058443
9108 8.585720 -9.010810
23804 8.570270 -9.066033
29404 0.612313 -3.182672
36287 1.478557 -1.721858
89689 8.540233 -9.085208
101950 8.400842 -9.258324
107911 8.575460 -9.090205
48964 0.317158 -3.436502
19536 12.508333 -5.239682
31824 12.534739 -5.366727
38760 3.114178 -4.225084
101550 12.569828 -5.260047
10312 20.138577 11.308414
78952 16.641212 15.885436
80567 13.779408 9.641257
89830 14.894382 9.545313
100136 16.998423 15.970501
18126 -5.131009 0.034157
19097 -5.043339 0.043954
13929 16.664322 0.340162
17556 -2.576552 -0.211386
69319 -3.582169 -0.272784
50089 -7.421451 0.678294
23660 5.970052 -9.948660
49388 6.064102 -9.837128
60346 4.864146 -5.448998
84672 3.737142 -5.214534
98973 -4.910424 -1.890113
37283 1.634252 4.497446
3811 16.043512 15.553670
18439 9.370694 6.706134
38115 16.473633 14.424652
38788 16.059912 15.609324
68560 16.133890 15.180484
100753 15.978684 15.583518
59956 -7.379310 -0.757492
60594 -5.853491 -0.742064
104927 -5.832189 -0.623674
21613 8.367270 30.549452
88144 3.566996 -3.823771
8470 3.638393 14.900010
96588 3.685113 14.913769
54593 0.527931 -1.252911
63795 0.166248 -1.356233
34552 3.484091 13.948528
36902 -6.778837 4.378767
51425 3.467491 13.909871
97499 3.466602 13.920023
99994 -6.903522 4.527977
106127 5.912405 13.756487
72792 7.728994 -10.342413
74082 -2.188059 -11.050936
75072 3.446154 -1.560488
74344 7.874631 1.518459
70704 1.011343 8.258430
30286 1.024790 8.229856
100165 0.954110 8.306502
86261 -7.408834 0.974222
44512 -7.148506 1.111931
74422 8.472384 -1.585836
5952 -2.793530 -2.740160
31567 6.730200 -5.884646
42610 6.757704 -5.886877
44291 6.716225 -5.865427
45448 6.729082 -5.872948
47576 6.738928 -5.874348
98242 6.740030 -5.845727
17052 -10.814771 1.542809
18480 -10.856362 1.507318
47698 -1.088861 -5.449144
4555 -1.034173 -5.437560
40646 -0.230983 5.954778
7597 -9.009851 6.095230
12704 -9.480969 5.657994
2801 16.033949 -4.375651
12930 16.007242 -4.163300
78189 0.713175 15.072463
9597 0.622679 15.412380
10804 0.601919 14.840520
10234 0.446472 14.695849
12989 1.030138 9.075901
16605 0.389929 14.649336
22480 0.607000 15.815305
38939 0.391240 16.243053
51948 0.586727 15.737927
79332 0.579898 15.781312
93178 -3.819026 18.076241
31681 3.474618 -1.139320
19664 6.529476 -3.614025
35629 6.710959 -3.537301
40558 -11.389367 8.914358
43040 -11.507739 8.644067
48626 -10.072020 23.180981
105787 16.369982 17.358490
20038 9.433666 15.020392
51483 -1.428172 8.727219
88517 9.238564 15.861076
92866 1.081397 8.429312
95457 -1.418614 8.702670
104662 -1.107850 8.007596
107025 -0.981255 9.122570
11775 1.703273 -4.170508
94994 20.474747 14.603313
10877 12.622133 23.865644
31139 11.708116 24.686466
59460 11.669377 24.717724
60838 11.615285 24.727123
74999 0.211855 -1.498853
32883 -1.639007 -2.204174
55120 -3.150937 10.519335
22871 -12.915226 6.113256
27982 6.539750 7.600705
48887 -12.930374 6.127704
10537 21.024282 3.388453
35271 -12.596849 14.629620
63120 -12.573740 14.643021
84769 -12.894288 14.409887
61572 17.617544 17.692274
20858 7.957557 7.008751
35096 7.946709 6.978969
69246 8.919517 6.881078
24149 -8.438320 -0.698339
37052 -8.668561 2.058599
40747 -0.982969 -5.322000
64845 -7.984931 -1.019011
84609 -8.410468 -0.946337
73048 -17.656500 -15.908553
17873 -5.945051 1.351957
66597 8.025311 -1.882165
6834 13.329582 -0.425027
9629 13.281753 -0.430437
25141 13.290845 -0.455773
77194 13.323144 -0.429955
30923 -0.392144 -2.307452
55993 -0.399489 -2.334727
60356 -0.380222 -2.276260
60636 -0.469772 -2.313800
76732 -0.594962 -2.216053
89677 -0.432659 -2.292593
100545 -0.538238 -2.223400
107589 -3.110329 23.276709
56417 1.261068 -0.532830
44365 -6.512938 16.334887
6503 -6.716246 16.903891
34659 11.127435 12.353548
37279 -6.385181 16.492651
40626 15.602130 6.424489
50437 -6.735667 16.077030
59822 -5.714500 16.008179
67994 4.497218 16.443068
94039 -8.519420 15.122894
37420 6.357183 9.300817
48288 16.248619 4.175878
75238 16.340740 4.027386
98752 10.288950 10.358981
27397 13.669285 11.633611
34233 3.109330 -4.290698
35918 3.312359 -4.197189
35994 0.619654 16.609842
94443 -0.969185 6.955474
99000 -4.475474 15.334446
4915 -6.784976 -5.912102
17717 -2.720726 21.472620
69888 -2.511930 21.992060
8049 1.515700 3.716124
92408 1.585210 3.581915
62891 -10.715079 11.625300
2 14.866892 9.768833
35601 14.956608 9.833868
47163 16.461004 13.972772
4623 17.139818 20.663923
4971 15.641100 -0.737719
90477 22.055799 4.862711
51282 -2.755482 5.940457
6727 -2.776607 6.029774
15041 -2.772160 6.015614
28128 -2.764605 6.001389
31308 -2.786018 5.994671
54520 -2.854012 6.128217
56124 -2.783777 6.044358
64892 -2.774406 5.991190
36521 -6.463772 -6.382622
69200 -6.448189 -6.379089
75909 -6.391996 -6.362113
90072 -6.240326 -6.867736
90301 -6.496044 -6.258303
105181 -2.810645 18.927614
74969 -1.207049 -3.708334
73220 2.208266 19.658144
17177 3.826341 13.539288
23722 15.682940 11.973604
24454 2.126778 19.533236
30445 11.976629 11.155313
38211 5.338706 15.605686
52736 2.664630 20.190235
89723 10.269093 10.256335
105812 1.985393 -2.493671
31609 5.880552 -0.717191
86594 5.687434 -0.433657
88450 6.284995 -1.398958
102166 6.333740 -1.373379
32062 -11.813402 8.733677
37544 -11.910072 8.754570
39464 -11.898011 8.767365
39508 -11.700840 8.873315
50404 -11.914252 8.752906
69483 -11.904395 8.744488
77707 -11.867423 8.679173
4768 0.315812 -10.897367
41884 0.396073 -11.008521
18009 -11.075164 1.559874
29102 -10.937963 1.591577
91253 -11.021712 1.565720
73288 0.512425 16.749046
44396 0.147886 -4.676795
2322 -3.111585 -2.920603
12069 -13.514971 -1.423155
106355 10.275422 -7.943089
51444 -8.635243 2.347327
3962 0.434803 -9.808842
19864 9.540777 -6.918250
48743 -0.026901 -9.423203
64449 -0.616111 -9.006340
83341 0.438233 -9.474960
58223 -8.652686 2.164345
20509 -8.522961 -0.162146
79473 -8.737916 -0.174516
1375 -11.034530 -0.450442
2365 -11.008999 -0.458519
42722 -15.774528 1.758972
54657 -11.010120 -0.463186
62438 -0.450858 3.988947
4335 9.136191 0.632309
23483 9.701899 -0.376607
51000 9.451907 -0.462934
72169 9.519944 -0.624980
76696 9.289261 -0.942972
61156 16.018053 -4.429497
41823 -2.370918 2.024766
58801 -2.376386 2.014555
421 -5.908577 -13.239023
6186 -5.899844 -13.236370
27467 -5.889321 -13.222215
32938 -5.907729 -13.241194
37570 -5.902398 -13.235652
49612 -5.901488 -13.234849
60038 -5.898263 -13.232499
63031 -5.884109 -13.205484
80320 -5.895490 -13.229330
95217 -5.899656 -13.231642
99880 -5.898923 -13.231767
103198 -5.898063 -13.231463
106466 -5.613247 -2.977981
7350 -5.486958 -2.876570
101860 -5.677209 -3.044827
19968 18.039188 15.094726
53550 18.187298 15.087991
63167 18.190847 15.094838
91488 18.228962 15.091165
10164 25.064581 8.429002
23559 25.075195 8.432034
5412 -7.091632 10.004091
6827 -6.932745 9.881301
36652 -7.059761 9.975762
63269 -7.060405 9.971260
84388 -8.811201 -2.731668
99281 -6.929080 9.910936
7756 -2.178196 -8.898128
34876 11.605814 -12.340737
40869 -4.680063 14.104374
93600 -1.953996 -9.280167
37742 -7.710712 -2.767022
60129 2.042980 3.812665
18734 2.779496 15.174455
25307 7.363640 12.783339
39138 4.350133 13.117207
47195 3.995309 13.427965
17477 -6.589084 -1.490793
36788 -6.070907 -2.564654
83413 -8.357349 -3.715344
4932 20.116682 14.130236
55114 20.221710 14.290227
56033 4.240307 -1.979609
2233 4.754201 0.071987
82556 1.186467 -4.044265
79634 -11.697367 -2.444477
23444 -11.586674 -2.440580
96784 -11.618070 -2.396557
106442 -11.971639 -2.250608
10494 1.683977 12.468758
35281 4.365686 -5.302544
43379 4.473773 -5.234661
49137 4.370732 -5.294104
50885 3.361309 11.868695
72195 4.372488 -5.275621
82932 4.273853 -5.034701
86832 4.340304 -4.982502
87095 4.071492 -4.947586
4978 -7.923417 12.169498
8079 -8.258721 12.754072
44149 -8.266908 12.767892
50632 -8.305066 12.791030
101953 -8.287497 12.775359
40791 11.866393 21.423223
47113 11.605619 21.498171
58164 -4.445253 -9.308556
84079 11.614879 21.408064
91051 11.463253 21.237062
103420 8.403771 19.074623
47296 -0.746402 2.726431
51540 -1.401358 2.369262
75332 22.096407 8.671657
84031 22.391716 8.608316
99977 21.835882 8.982360
282 -3.799841 2.652391
20965 -3.696391 0.114169
41072 -3.586174 0.026007
49548 -7.316938 -2.125233
15630 -5.937138 16.479370
21786 -6.378958 16.987192
82339 16.331928 13.373035
90084 0.522539 -4.241347
64745 14.120910 11.438958
47269 13.685219 11.877191
26328 7.616438 -8.743613
1766 16.402225 3.966010
12964 16.413944 3.952930
29033 16.351549 3.995390
40546 16.344563 3.985193
45552 16.386080 3.997356
59247 16.413172 3.987755
64278 17.458073 3.188838
99553 16.192381 4.138596
96518 9.183064 -6.507338
285 -7.098609 10.067951
8558 -7.259578 10.162640
81279 -7.212003 10.202996
64114 2.202608 -7.702335
95183 -4.609822 -7.789233
81925 -6.061195 3.440022
3007 8.474536 3.677259
2979 -8.224263 -5.208987
30845 -8.144407 -5.172697
31546 -7.523575 -4.937719
33302 -7.452535 -5.054138
36933 -8.217528 -5.202403
55027 -7.993155 -4.951806
72672 -8.007692 -5.085658
73069 -8.025556 -5.103059
74610 -7.515530 -5.001562
96069 -8.213299 -5.200268
104367 -8.180960 -5.178483
10648 -5.759514 5.637875
41769 -2.472604 -3.286024
51711 -2.034150 -3.422989
1713 21.839439 9.041408
2611 -8.272459 -3.268201
3661 -8.026793 -5.167656
17753 16.714025 -4.036360
30234 -8.381575 -4.009938
55983 -8.933819 -5.014544
66323 -8.412239 -3.756242
72591 -7.907790 -5.092564
77861 -4.294117 -1.122853
85400 -8.086692 -5.135394
91447 -8.262200 -3.805878
48968 -3.750971 7.371293
21374 6.441481 -3.991174
29787 15.413490 -2.771223
50106 7.828033 7.331003
57607 3.013609 16.380482
62528 -4.512679 7.874523
69278 -9.493218 -5.467501
74797 0.717351 9.828371
77156 0.961969 10.000379
78481 20.769928 9.077573
104728 20.716602 9.037598
3698 -5.792006 1.081945
20714 -7.820344 12.342787
92480 -7.773547 12.160836
9714 -3.512104 -6.863017
59745 -8.988372 25.429359
8632 -9.073231 25.385078
43374 -8.905794 25.458200
49932 -9.115980 25.303448
74459 -8.968534 25.389988
89034 -8.987127 25.430206
14344 8.276074 -0.363986
19522 6.077710 -12.259231
22904 6.060677 -12.299715
29682 6.024685 -12.255010
35215 -12.501154 14.699780
57191 13.097446 20.027260
72079 18.522457 -1.785116
78108 6.045950 -12.291917
85786 -0.814439 2.050672
88455 6.033835 -12.282617
30400 4.873948 -6.002065
59710 8.251823 1.663567
80062 8.313728 1.764147
92801 8.193788 1.685098
92298 7.768866 1.862266
364 2.209249 0.023073
11578 -7.588581 8.228547
24396 -7.694648 8.345048
30836 1.947216 -0.318325
34524 3.472517 -6.642911
38393 1.999078 -0.037813
43561 -7.576501 8.291578
56211 -7.730695 8.459935
68582 -7.652204 8.352746
73771 4.357831 -7.286531
78290 -7.649866 8.279024
88472 2.217304 0.025226
91946 -7.646912 8.301883
103891 2.237846 0.037785
107302 1.659272 -0.774658
50069 -1.934621 0.992301
30277 -3.882449 1.786962
93645 -4.250658 2.228890
5857 -8.245069 -1.575640
10663 6.051797 7.593081
44349 -9.444721 9.108747
69712 -9.435868 9.132546
84309 -10.406356 -3.791859
86054 -0.048797 -5.855231
32903 -4.988644 8.587625
46917 6.328182 16.766512
61800 15.057158 12.500485
13605 -3.449958 4.229689
14134 -3.502300 4.217335
88817 -0.094841 -0.981409
32366 -3.612679 4.122308
53187 11.672929 22.872522
7320 17.154310 20.665901
11876 17.146452 20.649158
24499 17.145092 20.661074
24993 17.141972 20.680323
42259 16.974995 20.287985
50302 17.142603 20.657583
55610 17.131706 20.646252
92578 17.145662 20.661594
106676 17.140503 20.653519
18399 -9.300161 -2.875420
31803 -9.251977 -3.104694
51859 2.251916 -8.370517
63924 2.239869 -8.369548
92827 -4.633513 3.469764
76443 -3.068227 23.650938
30559 16.411819 8.711963
39064 13.024508 13.308839
12961 -2.152182 -6.602206
6696 -11.600753 13.722829
7851 6.594367 -1.666943
10504 6.479877 -1.685359
42102 6.386027 -1.500950
56065 6.764112 -1.847885
81080 6.513789 -1.774778
66503 -5.713471 -7.250836
82350 2.366135 -7.426911
10496 1.088427 10.181252
20336 9.284357 -10.594877
21730 9.299514 -10.595944
28328 1.089989 10.194927
33745 8.780473 -10.268225
49144 8.681373 -10.056802
89734 9.300995 -10.600130
92973 1.145395 10.172558
96287 9.888176 -10.105014
85497 6.750095 -0.335767
33246 4.040833 -11.465607
48450 13.619758 12.023694
67281 8.396305 -1.238974
78330 8.355638 -1.217404
84634 21.476313 24.672848
84677 15.189128 10.223775
96813 15.300727 8.471635
17304 12.613255 15.629930
37549 12.618499 16.395170
44130 13.175951 16.635160
55072 17.943012 3.146452
59327 17.895449 3.082019
72968 17.960846 3.183079
83295 11.817809 16.438036
89157 12.708737 16.285234
102954 12.599008 16.355984
52061 1.149593 -4.089922
63867 10.355862 1.481129
55014 0.167149 -12.098207
70063 -0.925751 3.615200
98609 18.472311 -1.861795
12428 -0.958951 3.579612
18379 -0.987011 3.543086
39449 -1.022417 3.537784
73505 -0.906335 3.622421
92211 -0.975857 3.569225
413 0.149766 -12.117027
19270 0.173901 -12.101598
26787 0.155694 -12.129841
76280 0.197461 -12.034042
76570 0.115127 -12.170705
79178 0.150266 -12.144095
80025 0.153601 -12.129312
90166 0.150424 -12.133095
98418 0.175314 -12.100005
105642 -5.641088 4.025098
83338 -5.601043 4.036125
66014 -10.339100 9.531927
43095 -6.459260 0.300357
9451 6.028742 14.044952
23095 8.885386 13.932619
35760 6.232979 13.900181
45115 5.409304 14.709002
48104 8.937384 14.063799
51937 9.020533 14.030993
59552 5.737939 13.899826
62845 -7.653678 8.487443
77933 5.569510 14.187540
78540 5.925185 14.020959
94969 8.715459 13.967879
97677 6.159486 13.927962
44758 8.976495 14.025473
62897 9.015985 14.084207
86136 9.055016 14.077089
2012 21.401329 9.849069
4579 21.031454 9.540574
40203 -2.511569 19.081388
50550 6.577073 13.614332
79936 21.742846 10.371217
83314 18.582584 -1.890977
86211 6.562656 13.636928
86298 21.854481 10.286565
60909 -0.699506 -4.823467
78012 -1.680673 -3.168953
84250 16.374628 13.844487
4275 -0.755667 18.746649
58653 -0.752582 18.737701
102426 -0.952148 -5.218126
54618 -5.753786 -2.255520
4652 -12.945971 6.018903
20179 -12.898307 6.046990
26583 -12.898622 6.036240
30418 -12.939429 6.023177
57169 -12.960760 6.035923
74891 -12.955512 6.033631
84944 -12.983972 6.031246
90494 -12.968514 6.032707
18156 15.673472 -0.908462
67517 15.704457 -1.068630
72947 -2.921653 23.433222
20743 3.452676 14.803162
33995 5.838624 25.372108
35816 5.815324 25.344460
35862 5.757831 25.238840
36288 3.824265 13.571487
39925 5.950626 25.474739
51090 3.811064 13.549235
69531 5.724717 24.604969
78104 5.841120 25.330593
79950 5.869279 25.402300
89652 5.946894 25.474552
106179 5.488788 25.020411
1599 -0.104670 14.260210
2777 -0.543490 17.618303
5130 1.769481 15.375836
5346 -0.146775 15.964476
8057 -0.196721 15.793663
10040 0.579797 16.658834
10056 0.319155 16.401632
16117 -3.026088 17.958731
16593 -0.481016 14.768895
17274 -0.489646 17.656940
18469 1.043771 16.951906
19778 -0.743803 14.523883
20932 3.074971 15.270327
22481 -0.278476 17.483225
26007 0.538796 16.517685
27700 3.564856 15.345660
30000 12.636152 8.540160
33907 -0.705657 14.545841
34563 0.689015 16.685619
35208 -7.325931 11.226878
35777 4.215009 16.324644
37504 -1.592031 14.018639
39215 -0.312276 16.489201
51637 0.176837 16.380728
57730 -0.304591 10.400954
63014 -0.654131 14.469324
